•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,1
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,2
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,3
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,4
﻿•SMD•High Voltage•Low Ron•High Avalanche Durability  High di/dt Durability,5
﻿•SMD•High Voltage•High Speed•High Avalanche Durability  High di/dt Durability,6
﻿•SMD•High Voltage•High Speed•High Avalanche Durability  High di/dt Durability,7
﻿•SMD•Low Ron•10V Gate Drive•Low Capacitance,8
﻿•SMD•Low Ron•4.5V Gate Drive•Low Capacitance,9
﻿•SMD•Low Ron•10V Gate Drive•Low Capacitance,10
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,11
﻿•SMD•High Voltage•Low Ron•High Avalanche Durability  High di/dt Durability,12
﻿•High Speed Source-Drain Diode•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,13
﻿•High Speed Source-Drain Diode•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,14
﻿•SMD•10V Gate Drive•Low Capacitance,15
﻿•SMD•4.5V Gate Drive•Low Capacitance,16
﻿•SMD•10V Gate Drive•Low Capacitance,17
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,18
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,19
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,20
﻿•SMD•High Voltage•Low Capacitance•High Avalanche Durability  High di/dt Durability,21
﻿•SMD•High Voltage•Low Capacitance•High Avalanche Durability  High di/dt Durability,22
﻿•SMD•High Voltage•Low Capacitance•High Avalanche Durability  High di/dt Durability,23
﻿•SMD•High Voltage•Low Capacitance•High Avalanche Durability  High di/dt Durability,24
﻿•Thin Package•4.5V Gate Drive•Low Ron•Low Capacitance,25
﻿•SMD•Low Ron•4.5V Gate Drive•Low Capacitance,26
﻿•High Speed Switching•Low Ron,27
﻿•SMD•Low Ron•4.5V Gate Drive•Low Capacitance,28
﻿•SMD•Low Ron•10V Gate Drive•Low Capacitance,29
﻿•SMD•4.5V Gate Drive•Low Capacitance,30
﻿•SMD•Low Ron•4.5V Gate Drive•Low Capacitance,31
﻿•SMD•Low Ron•4.5V Gate Drive•Low Capacitance,32
﻿•SMD•Low Ron•4.5V Gate Drive•Low Capacitance,33
﻿•SMD•Low Ron•4.5V Gate Drive•Low Capacitance,34
﻿•SMD•Low Ron•10V Gate Drive•Low Capacitance,35
﻿•SMD•Low Ron•10V Gate Drive•Low Capacitance,36
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,37
﻿•Isolated Package•Low Ron•4.5V Gate Drive•Low Capacitance,38
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,39
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,40
﻿•Isolated Package•Low Ron•10V Gate Drive•Low Capacitance,41
﻿•High Current•Low Ron•10V Gate Drive•Low Capacitance,42
﻿•SMD•Low Noise•Low Capacitance•High Avalanche Durability  High di/dt Durability,43
﻿•SMD•High Voltage•Low Noise•Low Ron,44
﻿•SMD•High Voltage•Low Noise•Low Ron,45
﻿•SMD•Low Noise•Low Capacitance•High Avalanche Durability  High di/dt Durability,46
﻿•SMD•Low Noise•Low Capacitance•High Avalanche Durability  High di/dt Durability,47
﻿•SMD•Low Noise•Low Capacitance•High Avalanche Durability  High di/dt Durability,48
﻿•SMD•High Voltage•Low Noise•Low Ron,49
﻿•SMD•High Voltage•Low Noise•High Avalanche Durability  High di/dt Durability,50
﻿•SMD•High Voltage•Low Noise•Low Ron,51
﻿•SMD•High Voltage•Low Noise•Low Ron,52
﻿•SMD•High Voltage•Low Noise•High Avalanche Durability  High di/dt Durability,53
﻿•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,54
﻿•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,55
﻿•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,56
﻿•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,57
﻿•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,58
﻿•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,59
﻿•High Voltage•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,60
﻿•High Voltage•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,61
﻿•High Voltage•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,62
﻿•High Voltage•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,63
﻿•High Voltage•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,64
﻿•High Voltage•Low Ron•High Speed Switching•High Avalanche Durability  High di/dt Durability,65
