D3CE4S,40,3,80,0.52,3,0.3,40,SMD,CE,4.7×2.4×0.98,1
D3CE6S,60,3,100,0.58,3,0.3,60,SMD,CE,4.7×2.4×0.98,1
D3CE15ST,150,3,80,0.88,3,8[μA],150,SMD,CE,4.7×2.4×0.98,1
M2FH3,30,6,110,0.36,6,4,30,SMD,M2F,5.1×3.75×2.0,1
M2FM3,30,6,120,0.46,6,0.2,30,SMD,M2F,5.1×3.75×2.0,1
D2FS6,60,1.5,60,0.58,2,2,60,SMD,2F,7.6×4.0×2.8,1
D2FS4,40,1.6,60,0.55,1.6,2.5,40,SMD,2F,7.6×4.0×2.8,1
D3FS4A,40,2.6,150,0.45,2.6,5,40,SMD,2F,7.6×4.0×2.8,1
D3FP3,30,3,150,0.4,4,10,30,SMD,2F,7.6×4.0×2.8,1
D3FS6,60,3,80,0.58,3,2.5,60,SMD,2F,7.6×4.0×2.8,1
D3FJ10,100,3,100,0.74,3,0.4,100,SMD,2F,7.6×4.0×2.8,1
DE3S4M,40,3,70,0.55,3,2.5,40,SMD,E-pack,9.5×6.6×2.65,1
DE3S6M,60,3,80,0.58,3,2.5,60,SMD,E-pack,9.5×6.6×2.65,1
DE5S4M,40,5,80,0.55,5,3.5,40,SMD,E-pack,9.5×6.6×2.65,1
DE5S6M,60,5,90,0.58,5,4.5,60,SMD,E-pack,9.5×6.6×2.65,1
DE10P3,30,10,200,0.4,8,25,30,SMD,E-pack,9.5×6.6×2.65,1
DE10S3L,30,10,250,0.45,8,10,30,SMD,E-pack,9.5×6.6×2.65,1
SG5S4M,40,5,150,0.52,5,0.5,40,THD,FTO-220G,28.5×10.0×4.5,1
SG5S6M,60,5,120,0.56,5,0.5,60,THD,FTO-220G,28.5×10.0×4.5,1
SG5S9M,90,5,90,0.75,5,0.5,90,THD,FTO-220G,28.5×10.0×4.5,1
S90T15V,150,90,1400,0.95,90,0.35,150,THD,MTO-3PV,41.0×16.0×5.0,1
D1NS4,40,1,30,0.55,1,0.8,40,Axial Type,AX057,3.0×φ2.6,1
D1NS6,60,1,30,0.58,1,1,60,Axial Type,AX057,3.0×φ2.6,1
D2S4M,40,2,60,0.55,2,2,40,Axial Type,AX078,5.0×φ4.0,1
D2S6M,60,2,60,0.58,2,2,60,Axial Type,AX078,5.0×φ4.0,1
D3S4M,40,3,80,0.55,3,3.5,40,Axial Type,AX14,7.0×φ4.4,1
D3S6M,60,3,80,0.58,3,2.5,60,Axial Type,AX14,7.0×φ4.4,1
DE5PC3,30,5,90,0.4,2.5,6,30,SMD,E-pack,9.5×6.6×2.65,1
DE5SC3ML,30,5,90,0.45,2.5,3.5,30,SMD,E-pack,9.5×6.6×2.65,1
DE5SC4M,40,5,80,0.55,2.5,3.5,40,SMD,E-pack,9.5×6.6×2.65,1
DE5SC6M,60,5,80,0.58,2.5,2.5,60,SMD,E-pack,9.5×6.6×2.65,1
DE10PC3,30,10,80,0.4,4,10,30,SMD,E-pack,9.5×6.6×2.65,1
DE10SC3L,30,10,100,0.45,4,5,30,SMD,E-pack,9.5×6.6×2.65,1
DE10SC4,40,10,100,0.55,5,3.5,40,SMD,E-pack,9.5×6.6×2.65,1
D6FEC10ST,100,6,100,0.86,3,8[μA],100,SMD,FE,9.5×6.6×2.65,1
D6FEC12ST,120,6,100,0.87,3,8[μA],120,SMD,FE,9.5×6.6×2.65,1
D6FEC15ST,150,6,100,0.88,3,8[μA],150,SMD,FE,9.5×6.6×2.65,1
DF10SC4M,40,10,100,0.55,5,3.5,40,SMD,STO-220,13.2×10.2×4.7,1
DF10SC6,60,10,150,0.58,5,4.5,60,SMD,STO-220,13.2×10.2×4.7,1
DF10SC9,90,10,150,0.75,5,3,90,SMD,STO-220,13.2×10.2×4.7,1
DF10NC15,150,10,100,0.88,5,0.2,150,SMD,STO-220,13.2×10.2×4.7,1
DF15SC4M,40,15,150,0.55,7.5,5,40,SMD,STO-220,13.2×10.2×4.7,1
DF15JC10,100,15,150,0.86,7.5,0.6,100,SMD,STO-220,13.2×10.2×4.7,1
DF15NC15,150,15,150,0.88,7.5,0.3,150,SMD,STO-220,13.2×10.2×4.7,1
DF20PC3M,30,20,200,0.4,8,35,30,SMD,STO-220,13.2×10.2×4.7,1
DF20SC4M,40,20,230,0.55,10,7.5,40,SMD,STO-220,13.2×10.2×4.7,1
DF20SC9M,90,20,200,0.75,10,10,90,SMD,STO-220,13.2×10.2×4.7,1
DF20JC10,100,20,200,0.86,10,0.7,100,SMD,STO-220,13.2×10.2×4.7,1
DF20NC15,150,20,200,0.88,10,0.4,150,SMD,STO-220,13.2×10.2×4.7,1
DF25SC6M,60,25,300,0.58,12.5,10,60,SMD,STO-220,13.2×10.2×4.7,1
DF30PC3M,30,30,300,0.4,10,50,30,SMD,STO-220,13.2×10.2×4.7,1
DF30SC3ML,30,30,350,0.45,12.5,10,30,SMD,STO-220,13.2×10.2×4.7,1
DF30JC4,40,30,250,0.61,15,0.7,40,SMD,STO-220,13.2×10.2×4.7,1
DF30SC4M,40,30,360,0.55,15,10,40,SMD,STO-220,13.2×10.2×4.7,1
DF30JC6,60,30,250,0.69,15,0.7,60,SMD,STO-220,13.2×10.2×4.7,1
DF30JC10,100,30,300,0.86,15,1,100,SMD,STO-220,13.2×10.2×4.7,1
DF30NC15,150,30,300,0.88,15,0.5,150,SMD,STO-220,13.2×10.2×4.7,1
DF40PC3,30,40,350,0.4,15,45,30,SMD,STO-220,13.2×10.2×4.7,1
DF40SC3L,30,40,400,0.45,15,17,30,SMD,STO-220,13.2×10.2×4.7,1
DF40SC4,40,40,350,0.55,20,14,40,SMD,STO-220,13.2×10.2×4.7,1
SG8SC4M,40,8,80,0.56,4,0.3,40,THD,FTO-220G,28.5×10.0×4.5,1
SG10SC3LM,30,10,150,0.45,4,5,30,THD,FTO-220G,28.5×10.0×4.5,1
SG10SC4M,40,10,150,0.52,5,0.5,40,THD,FTO-220G,28.5×10.0×4.5,1
SG10SC6M,60,10,140,0.56,5,0.5,60,THD,FTO-220G,28.5×10.0×4.5,1
SG10SC9M,90,10,150,0.75,5,0.5,90,THD,FTO-220G,28.5×10.0×4.5,1
SG10TC15M,150,10,120,0.88,5,15[μA],150,THD,FTO-220G,28.5×10.0×4.5,1
SG15SC4M,40,15,150,0.52,7.5,0.8,40,THD,FTO-220G,28.5×10.0×4.5,1
SG15SC6M,60,15,180,0.61,7.5,0.6,60,THD,FTO-220G,28.5×10.0×4.5,1
SG20SC3LM,30,20,250,0.45,8,9,30,THD,FTO-220G,28.5×10.0×4.5,1
SG20SC4M,40,20,200,0.52,10,1.1,40,THD,FTO-220G,28.5×10.0×4.5,1
SG20JC6M,60,20,200,0.69,10,0.1,60,THD,FTO-220G,28.5×10.0×4.5,1
SG20SC6M,60,20,200,0.61,10,0.8,60,THD,FTO-220G,28.5×10.0×4.5,1
SG20SC9M,90,20,200,0.75,10,1,90,THD,FTO-220G,28.5×10.0×4.5,1
SG20TC10M,100,20,200,0.86,10,30[μA],100,THD,FTO-220G,28.5×10.0×4.5,1
SG20TC12M,120,20,200,0.87,10,30[μA],120,THD,FTO-220G,28.5×10.0×4.5,1
SG20TC15M,150,20,200,0.88,10,30[μA],150,THD,FTO-220G,28.5×10.0×4.5,1
SG30SC3LM,30,30,350,0.45,12.5,15,30,THD,FTO-220G,28.5×10.0×4.5,1
SG30SC4M,40,30,300,0.55,15,1.5,40,THD,FTO-220G,28.5×10.0×4.5,1
SG30JC6M,60,30,250,0.69,15,0.15,60,THD,FTO-220G,28.5×10.0×4.5,1
SG30SC6M,60,30,300,0.61,15,1.2,60,THD,FTO-220G,28.5×10.0×4.5,1
SG30TC10M,100,30,300,0.86,15,40[μA],100,THD,FTO-220G,28.5×10.0×4.5,1
SG30TC12M,120,30,300,0.87,15,40[μA],120,THD,FTO-220G,28.5×10.0×4.5,1
SG30TC15M,150,30,300,0.88,15,40[μA],150,THD,FTO-220G,28.5×10.0×4.5,1
SG40TC10M,100,40,350,0.86,20,60[μA],100,THD,FTO-220G,28.5×10.0×4.5,1
SG40TC12M,120,40,350,0.87,20,60[μA],120,THD,FTO-220G,28.5×10.0×4.5,1
S20SC9MT,90,20,200,0.75,10,1,90,THD,MTO-3PT,41.0×16.0×5.0,1
S30SC4MT,40,30,300,0.55,15,1.5,40,THD,MTO-3PT,41.0×16.0×5.0,1
S30SC6MT,60,30,300,0.61,15,1.2,60,THD,MTO-3PT,41.0×16.0×5.0,1
S30TC15T,150,30,300,0.88,15,40[μA],150,THD,MTO-3PT,41.0×16.0×5.0,1
S40HC1R5T,15,40,450,0.41,20,10,15,THD,MTO-3PT,41.0×16.0×5.0,1
S60HC1R5T,15,60,600,0.41,30,15,15,THD,MTO-3PT,41.0×16.0×5.0,1
S60HC3T,30,60,650,0.4,30,20,30,THD,MTO-3PT,41.0×16.0×5.0,1
S60SC3LT,30,60,650,0.48,30,25,30,THD,MTO-3PT,41.0×16.0×5.0,1
S60SC4MT,40,60,500,0.55,30,3,40,THD,MTO-3PT,41.0×16.0×5.0,1
S60SC6MT,60,60,470,0.67,30,2,60,THD,MTO-3PT,41.0×16.0×5.0,1
S60JC10V,100,60,500,0.95,30,0.2,100,THD,MTO-3PV,41.0×16.0×5.0,1
D25SC6M,60,25,300,0.58,12.5,10,60,THD,ITO-3P,40.0×15.0×5.5,1
D30SC4M,40,30,300,0.55,15,10,40,THD,ITO-3P,40.0×15.0×5.5,1
D25SC6MR,60,25,300,0.58,12.5,10,60,THD,ITO-3P,40.0×15.0×5.5,1
S1ZAS4,40,1.2,40,0.55,1,1,40,SMD,1Z(SMD),7.0×4.7×2.6,1
D120SC4M,40,120,800,0.58,60,40,40,Module,Module,43.0×27.0×21.0,1
D120SC6M,60,120,800,0.67,60,40,60,Module,Module,43.0×27.0×21.0,1
D180SC4M,40,180,800,0.58,60,40,40,Module,Module,43.0×27.0×21.0,1
D180SC6M,60,180,800,0.67,60,40,60,Module,Module,43.0×27.0×21.0,1
D240SC4M,40,240,1600,0.6,120,80,40,Module,Module,43.0×27.0×21.0,1
D240SC6M,60,240,1600,0.67,120,80,60,Module,Module,43.0×27.0×21.0,1
D360SC4M,40,360,1600,0.6,120,80,40,Module,Module,43.0×27.0×21.0,1
D360SC6M,60,360,1600,0.67,120,80,60,Module,Module,43.0×27.0×21.0,1
D4SBS4,40,4,60,0.55,2,2,40,THD,3S,32.5×25.0×4.6,1
D4SBS6,60,4,60,0.62,2,2,60,THD,3S,32.5×25.0×4.6,1
D4SBN20,200,4,60,0.9,2,1.5[μA],200,THD,3S,32.5×25.0×4.6,1
D10SBS4,40,10,100,0.55,5,3.5,40,THD,3S,32.5×25.0×4.6,1
D15XBS6,60,15,150,0.63,7.5,6,60,THD,3S,32.5×25.0×4.6,1
D6SBN20,200,6,120,0.9,3,2[μA],200,THD,5S,37.5×30.0×4.6,1
D15XBN20,200,15,200,0.9,7.5,5[μA],200,THD,5S,37.5×30.0×4.6,1
D20XBS6,60,20,200,0.63,10,8,60,THD,5S,37.5×30.0×4.6,1
D30XBN20,200,30,350,0.9,15,10[μA],200,THD,5S,37.5×30.0×4.6,1
S20SC60WV,600,20,60,1.9,10,0.1,600,THD,MTO-3PV,41.0×16.0×5.0,1
D20SC9M,90,20,200,0.75,10,10,90,THD,ITO-3P,40.0×15.0×5.5,1
M1FE60,600,1,30,1.1,1,10,600,SMD,M1F,3.9×1.8×1.4,2
D1FE60,600,1,30,1.1,1,10,600,SMD,1F,5.0×2.5×2.0,2
D3CE60V,600,3,50,1.1,3,10,600,SMD,CE,4.7×2.4×0.98,2
M3FE60,600,3,90,1.05,3,10,600,SMD,M2F,5.1×3.75×2.0,2
S30V80V,800,30,450,1.1,30,10,800,THD,MTO-3PV,41.0×16.0×5.0,2
D3FE60,600,3,150,1.05,3,10,600,SMD,2F,7.6×4.0×2.8,2
D5FE60,600,5,300,0.95,5,10,600,SMD,2F,7.6×4.0×2.8,2
M1F60,600,1,25,1.1,1,10,600,SMD,M1F,3.9×1.8×1.4,2
M1F80,800,1,25,1.1,1,10,800,SMD,M1F,3.9×1.8×1.4,2
M1FE40,400,2,25,1.1,1,10,400,SMD,M1F,3.9×1.8×1.4,2
D1F60,600,1,25,1.1,1,10,600,SMD,1F,5.0×2.5×2.0,2
LN1F60,600,1.1,25,1.05,0.8,10,600,SMD,1F,5.0×2.5×2.0,2
D1F60A,600,1.2,45,0.97,1.2,10,600,SMD,1F,5.0×2.5×2.0,2
M2F60,600,1.2,50,0.97,1.2,10,600,SMD,M2F,5.1×3.75×2.0,2
M3FE40,400,3,75,1.1,3,10,400,SMD,M2F,5.1×3.75×2.0,2
M3F60,600,3,90,1.05,3,10,600,SMD,M2F,5.1×3.75×2.0,2
D2F60,600,1.4,60,1.05,1.4,10,600,SMD,2F,7.6×4.0×2.8,2
D3F60,600,3,150,1.05,3,10,600,SMD,2F,7.6×4.0×2.8,2
D4F60,600,4,200,0.95,4,10,600,SMD,2F,7.6×4.0×2.8,2
DE5VE40,400,5,80,1,5,10,400,SMD,E-pack,9.5×6.6×2.65,2
DF25V60,600,25,400,1.1,25,10,600,SMD,STO-220,13.2×10.2×4.7,2
D25FD60V,600,25,450,1.1,25,10,600,SMD,FD,13.2×10.2×4.6,2
S30V60T,600,30,360,1.1,30,10,600,THD,MTO-3PT,41.0×16.0×5.0,2
D1N60,600,1,30,1.05,1,10,600,Axial,AX057,3.0×φ2.6,2
D1N80,800,1,30,1.05,1,10,800,Axial,AX057,3.0×φ2.6,2
S2V60,600,1.7,60,1.05,1.7,10,600,Axial,AX10,7.0×φ4.4,2
S2V80,800,1.7,60,1.05,1.7,10,800,Axial,AX10,7.0×φ4.4,2
S3V100D,800,3,150,1.05,3,10,1000,Axial,AX14,7.0×φ4.4,2
S3V60,600,3.5,120,1.05,2.6,10,600,Axial,AX14,7.0×φ4.4,2
S3V80,800,3.5,120,1.05,2.6,10,800,Axial,AX14,7.0×φ4.4,2
DF16VC60R,600,16,190,1.05,8,10,600,SMD,STO-220,13.2×10.2×4.7,2
S1NAD80,800,3,110,1.05,0.75,10,800,SMD,1NA(SMD),10×6.8×2.6,2
DF5VD60,600,5,140,1.05,2.5,10,600,SMD,STO-220,13.2×10.2×4.7,2
DF15VD60,600,15,190,1.05,7.5,10,600,SMD,STO-220,13.2×10.2×4.7,2
D30VC60,600,30,300,1.05,15,10,600,THD,D30VC,22.3×22.3×25.0,2
UD2KB80,800,2,62,1.05,1,10,800,THD,D3K,24.0×13.8×3.1,3
UD3KB80,800,3,90,1.05,1.5,10,800,THD,D3K,24.0×13.8×3.1,3
UD4KB80,800,4,135,1,2,10,800,THD,D3K,24.0×13.8×3.1,3
UD6KBA80,800,6,135,1.05,3,10,800,THD,D3K,24.0×13.8×3.1,3
UD8KBA80,800,8,165,1.05,4,10,800,THD,D3K,24.0×13.8×3.1,3
D2SBA60,600,1.5,60,1.05,0.75,10,600,THD,2S,24.5×20.0×3.5,3
D2SB60,600,1.5,80,1.05,0.75,10,600,THD,2S,24.5×20.0×3.5,3
D2SB60A,600,2,120,0.95,1,10,600,THD,2S,24.5×20.0×3.5,3
D6JBB60V,600,6,100,1.05,3,10,600,THD,JB,25.2×25.0×4.2,3
D6JBB80V,800,6,100,1.05,3,10,800,THD,JB,25.2×25.0×4.2,3
D8JBB60V,600,8,130,1.05,4,10,600,THD,JB,25.2×25.0×4.2,3
D8JBB80V,800,8,130,1.05,4,10,800,THD,JB,25.2×25.0×4.2,3
D10JBB60V,600,10,150,1.05,5,10,600,THD,JB,25.2×25.0×4.2,3
D10JBB80V,800,10,150,1.05,5,10,800,THD,JB,25.2×25.0×4.2,3
D3SBA60,600,4,80,1.05,2,10,600,THD,3S,32.5×25.0×4.6,3
D3SB60,600,4,120,1.05,2,10,600,THD,3S,32.5×25.0×4.6,3
D3SB80,800,4,120,1.05,2,10,800,THD,3S,32.5×25.0×4.6,3
D4SB80,800,4,150,0.95,2,10,800,THD,3S,32.5×25.0×4.6,3
D4SB60L,600,4,150,0.95,2,10,600,THD,3S,32.5×25.0×4.6,3
LN4SB60,600,4,150,0.95,2,10,600,THD,3S,32.5×25.0×4.6,3
D10XB60,600,10,120,1.1,5,10,600,THD,3S,32.5×25.0×4.6,3
D10XB80,800,10,120,1.1,5,10,800,THD,3S,32.5×25.0×4.6,3
D10XB60H,600,10,170,1.05,5,10,600,THD,3S,32.5×25.0×4.6,3
D15JAB60V,600,15,200,1.05,7.5,10,600,THD,JA,29.4×29.0×4.6,3
D15JAB80V,800,15,200,1.05,7.5,10,800,THD,JA,29.4×29.0×4.6,3
D25JAB60V,600,25,350,1.05,12.5,10,600,THD,JA,29.4×29.0×4.6,3
D25JAB80V,800,25,350,1.05,12.5,10,800,THD,JA,29.4×29.0×4.6,3
D5SBA60,600,6,120,1.05,3,10,600,THD,5S,37.5×30.0×4.6,3
D5SB60,600,6,170,1.05,3,10,600,THD,5S,37.5×30.0×4.6,3
D5SB80,800,6,170,1.05,3,10,800,THD,5S,37.5×30.0×4.6,3
D6SB80,800,6,170,1.05,3,10,800,THD,5S,37.5×30.0×4.6,3
D6SB60L,600,6,170,1.05,3,10,600,THD,5S,37.5×30.0×4.6,3
LN6SB60,600,6,170,1.05,3,10,600,THD,5S,37.5×30.0×4.6,3
D15XB60,600,15,200,1.1,7.5,10,600,THD,5S,37.5×30.0×4.6,3
D15XB80,800,15,200,1.1,7.5,10,800,THD,5S,37.5×30.0×4.6,3
D15XB100,1000,15,200,1.1,7.5,10,1000,THD,5S,37.5×30.0×4.6,3
D15XB60H,600,15,240,1.05,7.5,10,600,THD,5S,37.5×30.0×4.6,3
LN15XB60,600,15,200,1.1,7.5,10,600,THD,5S,37.5×30.0×4.6,3
LN15XB60H,600,15,290,1.05,7.5,10,600,THD,5S,37.5×30.0×4.6,3
LL15XB60,600,15,200,0.9,7.5,10,600,THD,5S,30×4.6×20,3
D20XB60,600,20,240,1.1,10,10,600,THD,5S,37.5×30.0×4.6,3
D20XB80,800,20,240,1.1,10,10,800,THD,5S,37.5×30.0×4.6,3
D25XB60,600,25,350,1.05,12.5,10,600,THD,5S,37.5×30.0×4.6,3
D25XB80,800,25,350,1.05,12.5,10,800,THD,5S,37.5×30.0×4.6,3
D25XB100,1000,25,350,1.05,12.5,10,1000,THD,5S,37.5×30.0×4.6,3
LN25XB60,600,25,350,1.05,12.5,10,600,THD,5S,37.5×30.0×4.6,3
LL25XB60,600,25,300,0.92,12.5,10,600,THD,5S,30×4.6×20,3
D50XB80,800,50,600,1.05,25,10,800,THD,TSB(4pin),47.0×45.7×7.5,3
S1ZB60,600,0.8,30,1.05,0.4,10,600,SMD,1Z(SMD),7.0×4.7×2.6,3
S1ZB80,800,0.8,30,1.05,0.4,10,800,SMD,1Z(SMD),7.0×4.7×2.6,3
D1UBA80,800,1,30,0.95,0.4,10,800,SMD,SOPA-4,6.2×5.15×1.45,3
S1NB60,600,1,30,1.05,0.5,10,600,SMD,1N(SMD),10.0×6.8×2.6,3
S1NB80,800,1,30,1.05,0.5,10,800,SMD,1N(SMD),10.0×6.8×2.6,3
S1NBB80,800,1,50,1.05,0.5,10,800,SMD,1NA(SMD),10.0×6.8×2.6,3
S1NBC60,600,1.5,60,1.05,0.75,10,600,SMD,1NA(SMD),10.0×6.8×2.6,3
S1NBC80,800,1.5,60,1.05,0.75,10,800,SMD,1NA(SMD),10.0×6.8×2.6,3
S1WB(A)60,600,1,30,1,0.5,10,600,SMD,1W(SMD),10.6×10.2×3.1,3
S1WB(A)80,800,1,30,1,0.5,10,800,SMD,1W(SMD),10.6×10.2×3.1,3
S1WB(A)60B,600,1,50,1,0.5,10,600,SMD,1W(SMD),10.6×10.2×3.1,3
LN1WBA60,600,1.1,50,1,0.55,10,600,SMD,1W(SMD),10.6×10.2×3.1,3
S1ZB60,600,0.8,30,1.05,0.4,10,600,THD,1Z(DIP),3.8×4.7×2.5,3
S1ZB80,800,0.8,30,1.05,0.4,10,800,THD,1Z(DIP),3.8×4.7×2.5,3
S1NB60,600,1,30,1.05,0.5,10,600,THD,1N(DIP),6.5×6.8×2.5,3
S1NB80,800,1,30,1.05,0.5,10,800,THD,1N(DIP),6.5×6.8×2.5,3
S1NBB80,800,1,50,1.05,0.5,10,800,THD,1NA(DIP),6.5×6.8×2.5,3
S1NBC60,600,1.5,60,1.05,0.75,10,600,THD,1NA(DIP),6.5×6.8×2.5,3
S1NBC80,800,1.5,60,1.05,0.75,10,800,THD,1NA(DIP),6.5×6.8×2.5,3
S1WB(A)60,600,1,30,1,0.5,10,600,THD,1W(DIP),6.2×10.2×3.0,3
S1WB(A)80,800,1,30,1,0.5,10,800,THD,1W(DIP),6.2×10.2×3.0,3
S1WB(A)60B,600,1,50,1,0.5,10,600,THD,1W(DIP),6.2×10.2×3.0,3
LN1WBA60,600,1.1,50,1,0.55,10,600,THD,1W(DIP),6.2×10.2×3.0,3
S2VB60,600,2,40,1.05,1,10,600,THD,S2VB,13.0×13.0×27.5,3
S3WB60,600,2.3,120,1.05,2,10,600,THD,S3WB,17.0×17.0×31.0,3
S4VB60,600,4,80,1.05,2,10,600,THD,S4VB,17.0×17.0×32.5,3
S5VB60,600,6,200,1.05,3,10,600,THD,S5VB,25.0×25.0×32.5,3
S10VB60,600,10,200,1.05,5,10,600,THD,S10VB,22.0×22.0×32.5,3
S10WB60,600,10,170,1.05,5,10,600,THD,S10WB,22.5×22.5×32.5,3
S15VB60,600,15,200,1.05,7.5,10,600,THD,S15VB,26.5×26.5×25.0,3
S15WB60,600,15,200,1.05,7.5,10,600,THD,S15WB,26.5×26.5×32.5,3
S20WB60,600,20,500,1.05,10,10,600,THD,S20WB,32.5×32.5×32.5,3
S20WB80,800,20,500,1.05,10,10,800,THD,S20WB,32.5×32.5×32.5,3
S25VB60,600,25,400,1.05,12.5,10,600,THD,S25VB,32.0×32.0×25.0,3
S25VB80,800,25,400,1.05,12.5,10,800,THD,S25VB,32.0×32.0×25.0,3
S50VB60,600,50,500,1.05,25,10,600,THD,S50VB,36.0×36.0×24.0,3
S50VB80,800,50,500,1.05,25,10,800,THD,S50VB,36.0×36.0×24.0,3
S10VT60,600,10,170,1.05,3.5,10,600,THD,SVT,36.0×36.0×24.0,3
